,0,1,2,3,4,5,6,7
7477,23:00,10/10/09,Michigan City,IN,Changing,15 minutes,"black object that seemed to impode into a sphere and vanish, only to reappear in the same shape and move location",12/12/09
7478,20:45,10/10/09,Wilmington,NC,Light,10minutes,Two lights seen with a lighting of something strobe like near the ground.,12/12/09
7479,20:30,10/10/09,Anaheim,CA,Light,5 mins,UFO over Disneyland.,12/12/09
7480,19:30,10/10/09,Suffolk,VA,Unknown,15 minutes,It looked sort of lime green. It appeared to have an odd texture. It had a dimples on its surface. It was not smooth at all. It jus,12/12/09
7481,12:42,10/10/09,Tulsa,OK,Unknown,6 seconds,In't see nothing in the park,12/12/09
7482,12:00,10/10/09,Crested Butte,CO,Egg,1min,"metallic egg shaped craft above crested butte, CO. Also have seen great amount of activity READ ME!",12/12/09
7483,00:00,10/10/09,Greenland,,Rectangle,,"Found this on google maps 70.5, -40.3 Look it up, this can't be an error or an artifact on the photo it is 50+ miles long.",12/12/09
7484,23:00,10/9/09,New Mexico,NM,Cone,20 sec,"colors shined where can tell the shape of the craft, the tip was the front and the circle was the back with fire coming out of it u",12/12/09
7485,21:40,10/9/09,Union Beach,NJ,Chevron,3 to 5 sec,"2 or 3 low lit red lights, traveling fast above us, 3 to 5 sec, altitude unknown",12/12/09
7486,20:45,10/9/09,Wilmington,NC,Oval,5 seconds,"I came home last night, I live in apartments, and I was pulling into my parking area only to notice 3 red lights in the sky. I remembe",12/12/09
7487,20:30,10/9/09,Aspermont,TX,Light,15 minutes,Unexplained lights over West Texas,12/12/09
7488,19:52,10/9/09,Redington Shores,FL,Light,20 seconds,"bright star-like form in sky to the west of another bright star or Venus, disappeared after 20 seconds",12/12/09
7489,19:30,10/9/09,New York City,NY,Unknown,15 sec,"Flying in a southwest flight at 30,000 feet I look down at NYC and see a strange translucent cloud that distorted the lights below it.",12/12/09
7490,19:30,10/9/09,Escondido,CA,Triangle,30 Minutes,Triangular Shaped Object with Flashing Lights Flying over Escondido Friday Night Oct9 2009.,12/12/09
7491,18:30,10/9/09,Sale Creek,TN,Disk,1 min,"Silver saucer shaped object spotted in western sky in N. Hamilton County, TN on Oct 9, 2009.",12/12/09
7492,10:00,10/9/09,Simi Valley,CA,Cigar,1.5 minutes,roun red light and in center cigar shaped white,12/12/09
7493,09:15,10/9/09,Wichita,KS,Other,20 sec.,Boomarang shaped faint and big and fast no sound.,12/12/09
7494,01:15,10/9/09,Kearny,NJ,Cylinder,15 minutes,Cylindrical shaped object seen at 1am hovering with lights coming from bottom. Oject moved slowly to the north still in an upright pos,12/12/09
7495,21:30,10/8/09,Gila Bend,AZ,Formation,10 minutes,"It started with 4 square lights line up and it condensed into 1 light, then the light disappeared. This sequence continued for about 1",12/12/09
7496,21:00,10/8/09,Shallotte,NC,Circle,21:03,unusual round orange lights,12/12/09
7497,21:00,10/8/09,Myrtle Beach,SC,Sphere,45 mins.,Orange lights appearing in half-circle formation over the shoreline of Myrtle Beach.,12/12/09
7498,20:30,10/8/09,Pawleys Island,SC,Light,one hour,Orange glowing lights appearing & then fading away/White blinking objects moving across the sky freely,12/12/09
7499,12:00,10/8/09,Angier,NC,Oval,1 minute,An oval shaped craft was seen for a minute then gone.,12/12/09
7500,10:00,10/8/09,Jonesborough,TN,Disk,5 minutes,Its motion was unnatural and it was silent.,12/12/09
7501,07:15,10/8/09,Franklin,GA,Light,10 minutes,sudden light appearing in the southern sky,12/12/09
7502,06:27,10/8/09,Bradenton,FL,Unknown,4 to 5 seconds,flying object with static orangish lights moving from right to left at great speed without a trail or sound.,12/12/09
7503,01:12,10/8/09,Port Jefferson Station,NY,Light,30 seconds,WOW! They darted across the sky and came together and then disipated (sp?),12/12/09
7504,22:55,10/7/09,Los Angeles,CA,Circle,,It looked as if there were two moons in the sky.,12/12/09
7505,20:10,10/7/09,Seattle,WA,Other,10 sec,brief sighting of object with faint amber lights traveling over Seattle,12/12/09
7506,19:00,10/7/09,Wilmington,NC,Triangle,1-2 mins,i've been looking to the sky nightly until now,12/12/09
7507,18:40,10/7/09,Port Louis (Mauritius),,Light,3 mins,A flying orange light at dusk moving southwards. It stopped for a while before moving up and disappeared in the pale blue dusk sky.,12/12/09
7508,18:33,10/7/09,Kaunakakai,HI,Other,30:00,"sighting of unknown blue shaft of light, no object seen",12/12/09
7509,16:50,10/7/09,Wilkesboro,NC,,15 seconds,Object was red and silver with no wings (cigar shaped) moving at slow jet speed.,12/12/09
7510,10:42,10/7/09,East Dublin,GA,Light,2 minutes,I just seen something that was magical,12/12/09
7511,05:15,10/7/09,Hamlin,NY,Light,15 minutes,Numerous lights traveling at high altitude in the same direction and at the same speed.,12/12/09
7512,20:45,10/6/09,Gary,IN,Light,45 min,A group of lights with strange and independent movement were hovering over the southern shores of Lake Michigan,12/12/09
7513,20:00,10/6/09,Gila Bend (near),AZ,Light,1 hour +,"Strange lights near Gila Bend, AZ.",12/12/09
7514,19:36,10/6/09,Durango,CO,Light,3 min,Two moving lights over north-central New Mexico 7:36 pm Tue Oct 6 2009,12/12/09
7515,14:30,10/6/09,Ashburn,VA,Disk,5 minutes,Object moving unilaterally,12/12/09
7516,09:00,10/6/09,Tinley Park,IL,Other,Contrail,Strange contrail below low cloud cover,12/12/09
7517,02:40,10/6/09,Newark,NJ,Circle,30 Minutes,"Strange flickering lights over Newark, NJ",12/12/09
7518,22:00,10/5/09,Mebane,NC,Other,45 seconds,"I was smoking a cigarette on my porch, in the farm house I just moved into when what I thought was a jet coming over my house. I just m",12/12/09
7519,21:00,10/5/09,Humansville,MO,Sphere,1 minute,"10/05/09 23:00 Humansville Mo. Solid red ball of light travelling directly overhead for approximately 1 minute, 4 witnessess",12/12/09
7520,20:10,10/5/09,Eagle,ID,Fireball,4 minutes,A bright fire ball light hovering in the lower sky over Boise Eagle area.,12/12/09
7521,20:00,10/5/09,Darlington,SC,Light,5 to 7 seconds,3 orange-red lights appeared in the sky to form a triangle.,12/12/09
7522,10:30,10/5/09,Loveland,OH,Light,8-10 minutes,"Bright white lights. Unusually low on horizon. Maneuvered like a jet/airplane cannot, hovered in air very close to my location.",12/12/09
7523,23:00,10/4/09,Utica,NY,Light,10 minutes,A swarm of lights moving and making different shapes.,12/12/09
7524,21:00,10/4/09,Orlando,FL,Sphere,2 mins,Very bright sphere flying at a high velocity through the sky.,12/12/09
7525,20:45,10/4/09,Eldridge,IA,Light,5 Minutes,Bright orange object seen flying E/SE out of atmosphere.,12/12/09
7526,19:25,10/4/09,Grays (UK/England),,Fireball,4 minutes,"Was like an Orange ball of fire much larger than an aeroplane, that hovered for about 4 minutes and then flew very fast out of sight!",12/12/09
7527,19:00,10/4/09,Ewa Beach,HI,Circle,20 minutes,ball of ligh that changes its color from blue green red and white then it moves very suspiciously up down left right then it gets big.,12/12/09
7528,15:30,10/4/09,New York City (Brooklyn),NY,Other,6 minuts,UFO near JFK Airport NY on a bright sunny day,12/12/09
7529,02:15,10/4/09,Hermitage,PA,Formation,2 mins,"A loud, sideways triangle, with many lights.",12/12/09
7530,23:00,10/3/09,Roanoke,VA,Light,1 min,Moving lights with no sound.,12/12/09
7531,22:30,10/3/09,Tukwila,WA,Circle,15 min,Possible Siting in the Tukwila Wa area,12/12/09
7532,21:43,10/3/09,Lebanon,TN,Sphere,12 minutes,"Red/orange colored objects flying in formation (constellation pattern) over Lebanon, TN.",12/12/09
7533,21:30,10/3/09,Trenton,NC,Formation,18 seconds,I saw a odd formation over hwy 41,12/12/09
7534,20:44,10/3/09,Port Colborne (Canada),ON,Fireball,2 minutes,Red glowing object with burning red cape,12/12/09
7535,20:30,10/3/09,Lakewood,WA,Triangle,5min,2 trianglar crafts flying over FT. Lewis,12/12/09
7536,15:10,10/3/09,Knoxville and Cleveland (between),TN,Cylinder,2-3 seconds,cylinder shaped object moving at a great speed,12/12/09
7537,01:00,10/3/09,Linton,IN,Circle,1 hour,Craft watches meteor shower in the nothern skies,12/12/09
7538,00:15,10/3/09,Raleigh,NC,Circle,1 hour,I saw 4 large white lights circling then meeting together and going back out again,12/12/09
7539,23:00,10/2/09,Visalia,CA,Cigar,5 seconds,"cigar object/ kind of pill capsule shaped , with two steaks of light near the front, flew down way to fast and too much at an angle!!!",12/12/09
7540,22:00,10/2/09,Modesto,CA,Cylinder,1 hour,2 blue cylinders and 1 white light over Modesto,12/12/09
7541,22:00,10/2/09,McGill,NV,Light,20 minutes,Strange lights in the sky,12/12/09
7542,21:52,10/2/09,Dandridge,TN,Disk,5 mins,"fleet of triangle lights moving sw over dandridge, tn",12/12/09
7543,21:00,10/2/09,Colorado Springs,CO,Light,Less than a minute,"Two white lights floating in the sky near the moutains of Colorado Springs, Colorado.",12/12/09
7544,18:45,10/2/09,Denver,CO,Light,2 hours,three semi-stationary lights in sky seen from Denver area but over Kansas. Able to move very fast.,12/12/09
7545,10:30,10/2/09,Jacksonville,FL,Light,Couple of Minutes,"Object moving above cloud line in Jacksonville, FL Oct 2, 2009 at 10:30 am",12/12/09
7546,06:40,10/2/09,New York City,NY,Other,?,Cloud like ring shaped object in cloudless sky seen over Union Square park in New York,12/12/09
7547,23:00,10/1/09,Fairfield,CT,Light,20 seconds,"2 seperate observations. Fairfield, CT",12/12/09
7548,23:00,10/1/09,Belleview,FL,Circle,10 MINS,Flashing Blue Orb over southern Marion county FL.,12/12/09
7549,22:30,10/1/09,Belmont,MS,Triangle,2MINS,"Triangular object with 3 lights, one in middle blinking.",12/12/09
7550,20:30,10/1/09,Beaver,OH,Light,3 hrs,a white light moving in a circle.,12/12/09
7551,20:00,10/1/09,Providence,RI,Disk,5 minutes,"saucer with red and blue lights over providence, RI",12/12/09
7552,19:00,10/1/09,Grafton,WV,Sphere,2 minutes,Orange Orb in West Virginia,12/12/09
7553,15:38,10/1/09,Whitefield,OK,Light,seconds,Looked like a light that appeared to be moving upwards.,12/12/09
7554,09:45,10/1/09,Coitsville,OH,Oval,,"well, it was hard to see bc of trees & i was in a car, but there were two HUGE crafts just hovering, with about four-five round lights.",12/12/09
7555,09:00,10/1/09,Canton,MI,Triangle,1 hour,Triangular shaped UFO with lights at corners hovering at cloud height over home,12/12/09
7556,08:00,10/1/09,Pawtucket,RI,Cylinder,10 minutes,"Hovered over Pawtucket, RI and had red flashing lights at the bottom",12/12/09
7557,04:30,10/1/09,Hogansville,GA,Disk,10 seconds,Close viewing of disk-shaped ufo with colored lights,12/12/09
7558,22:30,9/30/09,Port St. Lucie,FL,Cigar,2 minutes,"3 white lights/windows, 2 red lights on top, light coming from bottom",12/12/09
7559,21:30,9/30/09,Barrington,IL,Light,5 seconds,two fast moving dim lights over chicago subburb,12/12/09
7560,21:00,9/30/09,Lincolnshire,IL,Triangle,2 hours,Fleet of unbeleivably low flying airplanes searching for UFO's with spotlights,12/12/09
7561,19:35,9/30/09,St. Louis,MO,Disk,about 10-20 seconds,"It was about 7:20 to 7:30 pm in St. Louis MO, I was outside, getting some fresh air, when all of a sudden, something I believed to be a",12/12/09
7562,19:30,9/30/09,Houston,TX,Circle,20 minutes,"a flying object making circles around the moon for 20 minutes, Houston",12/12/09
7563,01:14,9/30/09,Huntsville,AL,Light,UNKNOWEN,Three Lights In A Vertical Formation Blinking To Another Light On Other Side Of The Sky With A White Light Blinking Red,12/12/09
7564,22:00,9/29/09,Winston-Salem,NC,Flash,20 minutes,"a total of 7 flashing or glowing orbs apeared and then disapeared out of thin air, i was very much in shock for a few days.",12/12/09
7565,19:00,9/29/09,Nacogdoches,TX,Rectangle,90 Seconds,I saw a pink-tinted craft of rectangular shape that resembled an angular jellyfish moving quickly past the moon shortly before dusk.,12/12/09
7566,23:00,9/28/09,Modesto,CA,Light,one hour,Blue light and smaller white light,12/12/09
7567,22:00,9/28/09,Green Bay,WI,Triangle,3-5 Min.,"09-28-09 Green Bay WI, Triangle Shape Object, 3 Lights on one side, One Light on the bottom side on the other, and red light in center.",12/12/09
7568,21:30,9/28/09,Orlando,FL,Light,30 seconds,Looked like a distant star then moved slowly for no more than 30 seconds. It stopped and then it was gone.,12/12/09
7569,20:25,9/28/09,Garden City,KS,Light,3 minutes,Bright Star Like Object,12/12/09
7570,17:15,9/28/09,Moreno Valley,CA,Other,20 seconds,"Black square box, longer in width than height, with a white light bubble on the bottom portion.",12/12/09
7571,16:38,9/28/09,Butterwick (UK/England),,Light,2 Minutes,Five orange lights in an arc formation,12/12/09
7572,16:00,9/28/09,Dublin (Ireland),,Egg,3minutes,"Low flying white Eliptical shaped craft with black underside, witnessed for 3 minutes moving very slow and making a 90 degree turn.",12/12/09
7573,04:15,9/28/09,Fort Worth,TX,Other,20 seconds,Boomerang shaped craft glides across the sky early in the morning,12/12/09
7574,23:00,9/27/09,Westport,CT,Disk,1 minute,"Large saucer in the sky over Westport, CT!",12/12/09
7575,22:30,9/27/09,West Palm Beach,FL,Fireball,15 sec.,Fireball that crossed northern horizon then shot upward and disappeared.,12/12/09
7576,22:00,9/27/09,Rahway,NJ,Circle,7 seconds,the object appeared as a streak of light then stopped for 2 secs then took off in another direction and disappeared,12/12/09
7577,20:30,9/27/09,Modesto,CA,Light,2 min,bright blue neon light moving slowly across the sky,12/12/09
7578,20:08,9/27/09,Denton,TX,Light,2 minutes,"Bright, wobbling, white light moving accross the sky, no sound and moving fast compare to other airplanes and satellites.",12/12/09
7579,19:44,9/27/09,Irwindale/Azusa,CA,Sphere,4-5 Minutes,An unknown Sphere of light flying,12/12/09
7580,16:38,9/27/09,Aylett,VA,Light,5 min.,fast moving bright solid light in the sky.,12/12/09
7581,15:00,9/27/09,Portland,OR,Circle,40+ minutes,Silver objects flying near the sun,12/12/09
7582,12:00,9/27/09,Vancouver (Canada),BC,,,Weird spots on the sun captured on pictures...,12/12/09
7583,02:39,9/27/09,Randle,WA,Disk,three days in a row,It seems to move left and right and up and down in it's pattern of flight.,12/12/09
7584,01:30,9/27/09,Shoals,IN,Triangle,,UFO in Shoals IN.,12/12/09
7585,23:45,9/26/09,Moreno Valley,CA,Light,2:00,bouncing star light object in night northwestern sky .,12/12/09
7586,23:40,9/26/09,Azusa,CA,Light,25 min +,"Saw 2 distinct VERY BRIGHT lights in the sky over Azusa, Ca.",12/12/09
7587,23:00,9/26/09,Greeley,CO,Other,5 minutes,Bar shaped craft,12/12/09
7588,23:00,9/26/09,Wallhearth (Kingswinford) (UK/England),,Fireball,UFOS 20 MINUTES,28 orange fire balls moving in the sky. I thought there was going to be an invation!!,12/12/09
7589,22:00,9/26/09,Fort Calhoun,NE,Unknown,ongoing,"multi colored stationary objects viewed from Fort Calhoun NE on Sept. 26, 2009 at approximately 2200 - 2230",12/12/09
7590,22:00,9/26/09,Brownstown,MI,Oval,total of apprx 10 minutes,Fiery oval object makes se appearances in the Southern Michigan skies,12/12/09
7591,21:35,9/26/09,"Brunne, Härnösand (Sweden)",,Cigar,"last 35 minutes, still ac","The objects with bright bluish glow, followed, slowed down, allmost stood still and dashed away, several times, noicelessly.

500 Li",12/12/09
7592,21:15,9/26/09,San Antonio,TX,Unknown,3SEC,"BRIGHT WHITE FLASH IN NIGHT SKY, FAIGHT OBJECT MOVED AWAY FAST IN ARC",12/12/09
7593,20:50,9/26/09,Oregon City,OR,Sphere,2 minutes,Strange orange lights in sky over oregon city flying north to south.,12/12/09
7594,20:45,9/26/09,Stockton on Tees (UK/England),,Triangle,10 minutes,Triangular flying object surrounded by flying orange lights.,12/12/09
7595,20:30,9/26/09,Fort Wayne,IN,Disk,30 Seconds,"Craft sighting in Fort Wayne, Indiana.",12/12/09
7596,20:09,9/26/09,Sunderland (UK/England),,Formation,2 minutes,"multiple bright red lights, moving in formation",12/12/09
